reward_per_session,reward_per_switch,switches,model,cond
0.6276445698166432,7.5423728813559325,59,Mouse,70-30
0.5802098950524738,7.166666666666667,54,Mouse,70-30
0.6355311355311355,7.711111111111111,45,Mouse,70-30
0.6071428571428571,8.130434782608695,46,Mouse,70-30
0.5748587570621468,9.926829268292684,41,Mouse,70-30
0.5504322766570605,6.262295081967213,61,Mouse,70-30
0.6447368421052632,9.58695652173913,46,Mouse,70-30
0.6026200873362445,5.830985915492958,71,Mouse,70-30
0.614329268292683,6.296875,64,Mouse,70-30
0.6191198786039454,6.915254237288136,59,Mouse,70-30
0.6064516129032258,6.372881355932203,59,Mouse,70-30
0.6248153618906942,5.2875,80,Mouse,70-30
0.6012269938650306,5.9393939393939394,66,Mouse,70-30
0.5659340659340659,4.724770642201835,109,Mouse,70-30
0.6181533646322379,8.061224489795919,49,Mouse,70-30
0.5854037267080745,8.195652173913043,46,Mouse,70-30
0.6276445698166432,6.846153846153846,65,Mouse,70-30
0.5470737913486005,8.11320754716981,53,Mouse,70-30
0.5856777493606138,6.9393939393939394,66,Mouse,70-30
0.6059743954480796,7.220338983050848,59,Mouse,70-30
0.5966620305980529,6.128571428571429,70,Mouse,70-30
0.5793871866295265,5.265822784810126,79,Mouse,70-30
0.6145454545454545,6.76,75,Mouse,70-30
0.6042713567839196,6.246753246753247,77,Mouse,70-30
0.597457627118644,6.042857142857143,70,Mouse,70-30
0.6545209176788124,7.578125,64,Mouse,70-30
0.6164199192462988,15.793103448275861,29,Mouse,70-30
0.5777777777777777,7.491525423728813,59,Mouse,70-30
0.593421052631579,6.442857142857143,70,Mouse,70-30
0.5910987482614742,6.640625,64,Mouse,70-30
0.5943262411347517,4.505376344086022,93,Mouse,70-30
0.6148555708390646,7.327868852459017,61,Mouse,70-30
0.6090775988286969,8.32,50,Mouse,70-30
0.5595238095238095,6.409090909090909,66,Mouse,70-30
0.5691056910569106,6.5625,64,Mouse,70-30
0.561624649859944,5.897058823529412,68,Mouse,70-30
0.5471698113207547,4.192771084337349,83,Mouse,70-30
0.5795454545454546,4.08,100,Mouse,70-30
0.6468200270635994,5.431818181818182,88,Mouse,70-30
0.5596707818930041,9.714285714285714,42,Mouse,70-30
0.649016641452345,26.8125,16,Mouse,70-30
0.621676891615542,17.88235294117647,34,Mouse,70-30
0.554531490015361,14.44,25,Mouse,70-30
0.6492271105826397,18.2,30,Mouse,70-30
0.6,8.661290322580646,62,Mouse,70-30
0.5719512195121951,7.9491525423728815,59,Mouse,70-30
0.5744920993227991,11.837209302325581,43,Mouse,70-30
0.5381984036488028,10.976744186046512,43,Mouse,70-30
0.5856992639327024,7.63013698630137,73,Mouse,70-30
0.5964912280701754,8.793103448275861,58,Mouse,70-30
0.5970654627539503,5.186274509803922,102,Mouse,70-30
0.5997666277712952,8.03125,64,Mouse,70-30
0.6051454138702461,8.074626865671641,67,Mouse,70-30
0.613947696139477,7.25,68,Mouse,70-30
0.602996254681648,8.186440677966102,59,Mouse,70-30
0.5791324736225087,4.186440677966102,118,Mouse,70-30
0.5759562841530055,5.791208791208791,91,Mouse,70-30
0.5951115834218916,7.17948717948718,78,Mouse,70-30
0.5719424460431655,8.833333333333334,54,Mouse,70-30
0.5531428571428572,8.8,55,Mouse,70-30
0.5819477434679335,5.632183908045977,87,Mouse,70-30
0.5875576036866359,5.425531914893617,94,Mouse,70-30
0.6129753914988815,7.0256410256410255,78,Mouse,70-30
0.5885416666666666,7.434210526315789,76,Mouse,70-30
0.5868814729574223,5.930232558139535,86,Mouse,70-30
0.6510344827586206,9.076923076923077,52,Mouse,70-30
0.6378378378378379,8.280701754385966,57,Mouse,70-30
0.6237113402061856,8.203389830508474,59,Mouse,70-30
0.6127320954907162,5.435294117647059,85,Mouse,70-30
0.5674019607843137,6.173333333333333,75,Mouse,70-30
0.6504739336492891,10.98,50,Mouse,70-30
0.5628342245989305,3.725663716814159,113,Mouse,70-30
0.5725190839694656,5.421686746987952,83,Mouse,70-30
0.6257062146892656,6.921875,64,Mouse,70-30
0.5770440251572327,2.8671875,128,Mouse,70-30
0.5891980360065466,3.75,96,Mouse,70-30
0.5371024734982333,3.1020408163265305,98,Mouse,70-30
0.6239782016348774,6.026315789473684,76,Mouse,70-30
0.6029810298102981,4.405940594059406,101,Mouse,70-30
0.6164772727272727,5.166666666666667,84,Mouse,70-30
0.5730918499353169,9.425531914893616,47,Mouse,70-30
0.6033254156769596,8.912280701754385,57,Mouse,70-30
0.5825082508250825,13.576923076923077,26,Mouse,70-30
0.6288848263254113,10.75,32,Mouse,70-30
0.5634588563458857,10.631578947368421,38,Mouse,70-30
0.6074766355140186,13.333333333333334,39,Mouse,70-30
0.5626822157434402,7.568627450980392,51,Mouse,70-30
0.5766016713091922,14.785714285714286,28,Mouse,70-30
0.6177514792899408,8.847457627118644,59,Mouse,70-30
0.6410635155096012,14.0,31,Mouse,70-30
0.6123959296947271,11.033333333333333,60,Mouse,70-30
0.5906515580736544,13.451612903225806,31,Mouse,70-30
0.6028985507246377,16.64,25,Mouse,70-30
0.6100861008610086,9.358490566037736,53,Mouse,70-30
0.5822959889349931,11.694444444444445,36,Mouse,70-30
0.5744400527009222,13.625,32,Mouse,70-30
0.632,14.552631578947368,38,Mouse,70-30
0.5785714285714286,15.67741935483871,31,Mouse,70-30
0.575,16.428571428571427,28,Mouse,70-30
0.6064516129032258,14.6875,32,Mouse,70-30
0.581646423751687,17.958333333333332,24,Mouse,70-30
0.5438356164383562,9.925,40,Mouse,70-30
0.5859969558599696,10.131578947368421,38,Mouse,70-30
0.5951327433628318,7.685714285714286,70,Mouse,70-30
0.5836431226765799,7.359375,64,Mouse,70-30
0.5836385836385837,5.139784946236559,93,Mouse,70-30
0.5857338820301783,5.8493150684931505,73,Mouse,70-30
0.6181102362204725,6.116883116883117,77,Mouse,70-30
0.580110497237569,5.7534246575342465,73,Mouse,70-30
0.5699088145896657,3.3783783783783785,111,Mouse,70-30
0.6211699164345403,5.792207792207792,77,Mouse,70-30
0.6046831955922864,5.353658536585366,82,Mouse,70-30
0.54521625163827,7.298245614035087,57,Mouse,70-30
0.5701219512195121,6.56140350877193,57,Mouse,70-30
0.5679862306368331,4.342105263157895,76,Mouse,70-30
0.5856443719412724,6.527272727272727,55,Mouse,70-30
0.6055312954876274,5.2,80,Mouse,70-30
0.5994194484760522,5.9855072463768115,69,Mouse,70-30
0.5913818722139673,11.705882352941176,34,Mouse,70-30
0.6029411764705882,5.3478260869565215,23,Mouse,70-30
0.5945578231292517,43.7,10,Mouse,70-30
0.594626168224299,28.27777777777778,18,Mouse,70-30
0.6382716049382716,32.3125,16,Mouse,70-30
0.6203473945409429,14.423076923076923,52,Mouse,70-30
0.5927099841521395,28.76923076923077,13,Mouse,70-30
0.60984393757503,28.22222222222222,18,Mouse,70-30
0.6129032258064516,19.0,26,Mouse,70-30
0.6354166666666666,14.352941176470589,34,Mouse,70-30
0.5663189269746647,20.0,19,Mouse,70-30
0.5628019323671497,17.25925925925926,27,Mouse,70-30
0.5914221218961625,19.40740740740741,27,Mouse,70-30
0.5683646112600537,17.666666666666668,24,Mouse,70-30
0.596401028277635,18.56,25,Mouse,70-30
0.64004914004914,43.416666666666664,12,Mouse,70-30
0.5427841634738186,19.318181818181817,22,Mouse,70-30
0.5880052151238592,19.608695652173914,23,Mouse,70-30
0.5769745649263721,20.523809523809526,21,Mouse,70-30
0.5822222222222222,10.916666666666666,48,Mouse,70-30
0.6344444444444445,12.41304347826087,46,Mouse,70-30
0.5725900116144018,9.12962962962963,54,Mouse,70-30
0.5806831566548881,13.694444444444445,36,Mouse,70-30
0.5972222222222222,15.766666666666667,30,Mouse,70-30
0.618437900128041,15.580645161290322,31,Mouse,70-30
0.6123234916559692,26.5,18,Mouse,70-30
0.5885558583106267,14.4,30,Mouse,70-30
0.5602836879432624,18.96,25,Mouse,70-30
0.599502487562189,34.42857142857143,14,Mouse,70-30
0.5850144092219021,23.88235294117647,17,Mouse,70-30
0.5159944367176634,11.96774193548387,31,Mouse,70-30
0.5693430656934306,16.956521739130434,23,Mouse,70-30
0.5918367346938775,18.125,24,Mouse,70-30
0.5921052631578947,28.928571428571427,14,Mouse,70-30
0.6308724832214765,20.142857142857142,14,Mouse,70-30
0.5902097902097903,32.46153846153846,13,Mouse,70-30
0.6091245376078915,13.0,38,Mouse,70-30
0.541135573580533,22.238095238095237,21,Mouse,70-30
0.5551020408163265,22.666666666666668,18,Mouse,70-30
0.5440931780366056,15.571428571428571,21,Mouse,70-30
0.5799739921976593,31.857142857142858,14,Mouse,70-30
0.537467700258398,29.714285714285715,14,Mouse,70-30
0.575880758807588,30.357142857142858,14,Mouse,70-30
0.5832376578645235,8.758620689655173,58,Mouse,70-30
0.5613825983313468,8.120689655172415,58,Mouse,70-30
0.6242118537200504,9.166666666666666,54,Mouse,70-30
0.5955967555040557,17.133333333333333,30,Mouse,70-30
0.5529411764705883,35.25,12,Mouse,70-30
0.5610599078341014,60.875,8,Mouse,70-30
0.7026279391424619,4.456140350877193,114,HMM,80-20
0.70875,4.805084745762712,118,HMM,80-20
0.7068741893644618,4.6581196581196584,117,HMM,80-20
0.75,6.181818181818182,99,HMM,80-20
0.7283763277693475,5.714285714285714,84,HMM,80-20
0.7342398022249691,5.5,108,HMM,80-20
0.7174770039421814,5.405940594059406,101,HMM,80-20
0.7443890274314214,6.154639175257732,97,HMM,80-20
0.7288503253796096,4.450331125827814,151,HMM,80-20
0.7118421052631579,4.2265625,128,HMM,80-20
0.7074742268041238,4.732758620689655,116,HMM,80-20
0.6924939467312349,4.46875,128,HMM,80-20
0.7228195937873357,5.307017543859649,114,HMM,80-20
0.717948717948718,4.819672131147541,122,HMM,80-20
0.7184713375796178,5.222222222222222,108,HMM,80-20
0.7325153374233129,5.97,100,HMM,80-20
0.7317676143386898,4.813008130081301,123,HMM,80-20
0.7400497512437811,5.666666666666667,105,HMM,80-20
0.70578231292517,4.462365591397849,93,HMM,80-20
0.6720588235294118,3.3851851851851853,135,HMM,80-20
0.7450738916256158,5.127118644067797,118,HMM,80-20
0.71849234393404,4.656488549618321,131,HMM,80-20
0.6835106382978723,3.953846153846154,130,HMM,80-20
0.7240204429301533,5.0,85,HMM,80-20
0.7081081081081081,4.09375,128,HMM,80-20
0.740506329113924,5.518867924528302,106,HMM,80-20
0.6997455470737913,4.661016949152542,118,HMM,80-20
0.7134751773049646,3.992063492063492,126,HMM,80-20
0.7505592841163311,4.792857142857143,140,HMM,80-20
0.6975138121546961,4.243697478991597,119,HMM,80-20
0.7372488408037094,7.2272727272727275,66,HMM,80-20
0.7065573770491803,4.585106382978723,94,HMM,80-20
0.7109375,5.548780487804878,82,HMM,80-20
0.6763005780346821,3.2275862068965515,145,HMM,80-20
0.6728624535315985,3.8785714285714286,140,HMM,80-20
0.7023977433004231,3.890625,128,HMM,80-20
0.7341597796143251,4.675438596491228,114,HMM,80-20
0.7109207708779444,5.03030303030303,132,HMM,80-20
0.7200435729847494,4.896296296296296,135,HMM,80-20
0.7056277056277056,4.496551724137931,145,HMM,80-20
0.719758064516129,5.3283582089552235,67,HMM,80-20
0.689419795221843,3.9607843137254903,102,HMM,80-20
0.7732142857142857,6.765625,64,HMM,80-20
0.7168284789644013,4.43,100,HMM,80-20
0.7630662020905923,4.659574468085107,94,HMM,80-20
0.739612188365651,5.505154639175258,97,HMM,80-20
0.7072368421052632,4.095238095238095,105,HMM,80-20
0.6857142857142857,4.037383177570093,107,HMM,80-20
0.6543624161073825,3.0708661417322833,127,HMM,80-20
0.7183098591549296,4.413461538461538,104,HMM,80-20
0.6998514115898959,4.060344827586207,116,HMM,80-20
0.702922077922078,3.5491803278688523,122,HMM,80-20
0.7285974499089253,4.395604395604396,91,HMM,80-20
0.7417763157894737,4.421568627450981,102,HMM,80-20
0.728051391862955,4.415584415584416,77,HMM,80-20
0.6897081413210445,4.1192660550458715,109,HMM,80-20
0.7182410423452769,4.546391752577319,97,HMM,80-20
0.6982507288629738,4.3545454545454545,110,HMM,80-20
0.7429378531073446,6.116279069767442,86,HMM,80-20
0.6881578947368421,3.8175182481751824,137,HMM,80-20
0.7152682255845942,5.2,100,HMM,80-20
0.7412790697674418,4.678899082568807,109,HMM,80-20
0.6878354203935599,3.864321608040201,199,HMM,80-20
0.7161290322580646,5.663265306122449,98,HMM,80-20
0.7377049180327869,4.852941176470588,102,HMM,80-20
0.7589285714285714,6.181818181818182,110,HMM,80-20
0.7272727272727273,5.254901960784314,102,HMM,80-20
0.7224546722454672,5.232323232323233,99,HMM,80-20
0.6701030927835051,3.4011627906976742,172,HMM,80-20
0.7326732673267327,5.481481481481482,108,HMM,80-20
0.7231833910034602,3.91875,160,HMM,80-20
0.6956004756242569,3.979591836734694,147,HMM,80-20
0.6745843230403801,3.641025641025641,156,HMM,80-20
0.7236363636363636,4.776,125,HMM,80-20
0.7088353413654619,3.8369565217391304,184,HMM,80-20
0.7113276492082826,5.168141592920354,113,HMM,80-20
0.7258823529411764,4.57037037037037,135,HMM,80-20
0.7195496417604913,4.564935064935065,154,HMM,80-20
0.7240932642487047,4.9035087719298245,114,HMM,80-20
0.7022900763358778,4.416,125,HMM,80-20
0.7325870646766169,6.26595744680851,94,HMM,80-20
0.7137452711223203,4.756302521008403,119,HMM,80-20
0.7080745341614907,4.329113924050633,79,HMM,80-20
0.7134052388289677,4.584158415841584,101,HMM,80-20
0.700507614213198,4.150375939849624,133,HMM,80-20
0.7284688995215312,6.34375,96,HMM,80-20
0.7204450625869263,5.232323232323233,99,HMM,80-20
0.6928675400291121,3.71875,128,HMM,80-20
0.7283950617283951,5.673076923076923,104,HMM,80-20
0.7203389830508474,5.368421052631579,95,HMM,80-20
0.6980609418282548,3.574468085106383,141,HMM,80-20
0.7578125,6.466666666666667,90,HMM,80-20
0.7417582417582418,5.454545454545454,99,HMM,80-20
0.6779411764705883,3.717741935483871,124,HMM,80-20
0.7372881355932204,6.214285714285714,84,HMM,80-20
0.7645305514157973,6.107142857142857,84,HMM,80-20
0.7222222222222222,4.525925925925926,135,HMM,80-20
0.6842800528401585,4.886792452830188,106,HMM,80-20
0.7267699115044248,5.1328125,128,HMM,80-20
0.6742138364779874,3.7222222222222223,144,HMM,80-20
0.7191358024691358,5.1208791208791204,91,HMM,80-20
0.7109826589595376,4.489051094890511,137,HMM,80-20
0.7309644670050761,4.923076923076923,117,HMM,80-20
0.7116883116883117,4.6440677966101696,118,HMM,80-20
0.7323037323037324,4.480314960629921,127,HMM,80-20
0.6997422680412371,4.309523809523809,126,HMM,80-20
0.7302383939774153,4.582677165354331,127,HMM,80-20
0.6738738738738739,4.1098901098901095,91,HMM,80-20
0.7322695035460993,5.506666666666667,75,HMM,80-20
0.7168405365126677,5.010416666666667,96,HMM,80-20
0.6951724137931035,4.3076923076923075,117,HMM,80-20
0.729312762973352,5.098039215686274,102,HMM,80-20
0.7045454545454546,3.9365079365079363,126,HMM,80-20
0.7793904208998549,8.014925373134329,67,HMM,80-20
0.6913907284768211,3.7553956834532376,139,HMM,80-20
0.6652110625909753,3.685483870967742,124,HMM,80-20
0.6690856313497823,3.717741935483871,124,HMM,80-20
0.7342105263157894,4.810344827586207,116,HMM,80-20
0.7314540059347181,4.695238095238095,105,HMM,80-20
0.691156462585034,3.96875,128,HMM,80-20
0.717687074829932,5.0843373493975905,83,HMM,80-20
0.7479784366576819,5.336538461538462,104,HMM,80-20
0.7253414264036419,3.950413223140496,121,HMM,80-20
0.7162162162162162,5.578947368421052,95,HMM,80-20
0.7672727272727272,5.754545454545455,110,HMM,80-20
0.6634730538922156,3.3575757575757574,165,HMM,80-20
0.7186512118018967,4.703448275862069,145,HMM,80-20
0.7590511860174781,5.62962962962963,108,HMM,80-20
0.7087980173482032,4.3007518796992485,133,HMM,80-20
0.71850699844479,4.317757009345795,107,HMM,80-20
0.7247706422018348,4.647058823529412,102,HMM,80-20
0.7049861495844876,4.313559322033898,118,HMM,80-20
0.7193229901269393,5.3125,96,HMM,80-20
0.7170294494238156,4.409448818897638,127,HMM,80-20
0.7053571428571429,3.618320610687023,131,HMM,80-20
0.7085514834205934,4.951219512195122,82,HMM,80-20
0.7197986577181208,4.5638297872340425,94,HMM,80-20
0.7352941176470589,6.25,76,HMM,80-20
0.6973478939157566,3.853448275862069,116,HMM,80-20
0.6923076923076923,3.697674418604651,129,HMM,80-20
0.6797829036635007,4.318965517241379,116,HMM,80-20
0.6988130563798219,3.3642857142857143,140,HMM,80-20
0.7185714285714285,5.239583333333333,96,HMM,80-20
0.6905901116427432,4.706521739130435,92,HMM,80-20
0.6985074626865672,5.142857142857143,91,HMM,80-20
0.7136563876651982,5.34065934065934,91,HMM,80-20
0.73125,5.679611650485437,103,HMM,80-20
0.7299880525686977,4.7734375,128,HMM,80-20
0.7162011173184357,4.819548872180451,133,HMM,80-20
0.6819747416762342,3.9078947368421053,152,HMM,80-20
0.6823529411764706,3.2625,160,HMM,80-20
0.6894031668696712,4.071942446043166,139,HMM,80-20
0.7092614302461899,3.9285714285714284,154,HMM,80-20
0.7552334943639292,5.0978260869565215,92,HMM,80-20
0.750354609929078,5.943820224719101,89,HMM,80-20
0.7429837518463811,4.883495145631068,103,HMM,80-20
0.7344398340248963,5.589473684210526,95,HMM,80-20
